age,income,employment_type,tenure_months,product_type,loan_amount,tenor,purpose,existing_debt,dbr,ltv,credit_score,ecib_status,dependents,default
25.9,204496.51,Self-Employed,41,Auto Finance,1926919.3,81,Home Purchase,1162947.08,0.5902,0.776,89.77,Negative,2,1
47.2,38690.11,Self-Employed,127,Auto Finance,556050.88,27,Debt Consolidation,42848.66,0.6246,0.8633,3.22,Negative,0,1
35.1,114474.21,Self-Employed,32,Business Loan,3377562.32,18,Wedding,124786.73,1.5,0.0,45.02,Average,0,1
36.0,129630.91,Salaried,41,Auto Finance,2555892.08,38,Education,50587.9,0.5514,0.8318,4.77,Negative,4,1
36.5,81533.28,Salaried,17,Personal Loan,1106929.02,53,Wedding,70629.52,0.3283,0.0,94.94,Good,1,0
40.4,133960.68,Salaried,25,Personal Loan,1446452.41,43,Debt Consolidation,772941.6,0.7319,0.0,56.86,Good,1,1
50.6,77286.39,Business,31,Personal Loan,255352.45,33,Wedding,124880.14,0.2348,0.0,17.94,Average,1,1
50.2,197154.3,Salaried,40,Personal Loan,2291846.58,31,Education,1032652.52,0.8115,0.0,17.85,Negative,2,1
36.6,115960.17,Salaried,23,Auto Finance,1849452.97,48,Medical,432584.56,0.6431,0.7241,70.37,Negative,2,1
22.3,219875.72,Salaried,21,Personal Loan,2571282.73,36,Debt Consolidation,1113954.14,0.747,0.0,67.03,Good,2,1
47.8,39342.58,Salaried,20,Personal Loan,257517.61,28,Business Expansion,104318.25,0.4547,0.0,64.14,Average,2,0
32.0,166644.44,Salaried,95,Personal Loan,2366130.29,51,Business Expansion,550530.77,0.5537,0.0,86.68,Negative,0,1
44.0,190239.1,Salaried,6,Personal Loan,2580989.42,40,Vehicle Purchase,831256.73,0.7033,0.0,75.13,Good,1,1
40.3,51280.21,Self-Employed,37,Personal Loan,346040.34,14,Other,87131.31,0.6236,0.0,86.34,Good,1,0
27.6,25000.0,Business,24,Home Finance,434334.57,200,Other,48167.93,0.2474,0.842,58.44,Good,1,0
33.2,68529.72,Salaried,50,Personal Loan,781694.37,32,Other,170085.56,0.5633,0.0,11.23,Average,3,1
21.0,43870.22,Salaried,13,Personal Loan,618348.46,54,Vehicle Purchase,243900.94,0.7243,0.0,33.73,Negative,3,1
53.3,161337.01,Salaried,62,Auto Finance,2908293.13,47,Wedding,305057.32,0.5411,0.6733,66.2,Average,1,0
31.8,42561.8,Salaried,21,Home Finance,1577703.8,176,Debt Consolidation,186445.15,0.5757,0.8969,4.64,Negative,2,1
30.3,115311.99,Business,21,Business Loan,2052516.48,49,Wedding,466938.19,0.7007,0.0,16.97,Negative,0,1
27.1,144735.64,Salaried,17,Auto Finance,1666942.86,49,Debt Consolidation,728000.36,0.6542,0.7148,76.92,Good,2,0
28.5,25000.0,Self-Employed,57,Auto Finance,330682.95,61,Vehicle Purchase,53960.01,0.3967,0.9421,19.19,Average,0,1
30.0,74993.33,Business,20,Auto Finance,1273361.11,41,Debt Consolidation,43936.66,0.463,0.9415,96.71,Good,0,1
45.4,34996.1,Salaried,59,Personal Loan,154836.16,48,Wedding,39647.3,0.1866,0.0,50.49,Good,0,0
34.4,133911.2,Salaried,44,Home Finance,4783999.82,174,Business Expansion,619035.14,0.5905,0.7812,58.04,Good,2,1
21.0,38853.17,Salaried,77,Personal Loan,219802.76,37,Other,81044.31,0.3267,0.0,70.33,Average,5,0
35.4,109676.05,Salaried,40,Personal Loan,629947.87,48,Home Purchase,641448.46,0.607,0.0,86.36,Average,0,0
27.6,32619.2,Self-Employed,46,Home Finance,940161.6,134,Other,43176.85,0.3254,0.9392,80.44,Average,2,0
54.4,74462.14,Salaried,59,Auto Finance,704331.23,37,Wedding,46119.36,0.3073,0.8959,29.15,Negative,0,1
34.8,77988.84,Self-Employed,58,Auto Finance,760754.65,56,Debt Consolidation,355854.25,0.5544,0.8665,17.75,Negative,1,1
34.0,101243.64,Self-Employed,76,Personal Loan,1302543.34,27,Vehicle Purchase,463369.58,0.8579,0.0,56.82,Average,1,1
21.0,100314.34,Salaried,14,Home Finance,2404456.03,226,Vehicle Purchase,555118.91,0.5672,0.9213,80.59,Good,0,0
21.0,66607.41,Business,25,Home Finance,2161905.93,129,Vehicle Purchase,189093.02,0.4882,0.7644,80.16,Negative,4,1
44.3,87121.67,Salaried,67,Personal Loan,1203294.68,49,Wedding,446659.72,0.7091,0.0,11.58,Negative,1,1
48.0,60795.6,Business,18,Personal Loan,504363.79,55,Other,348724.79,0.6288,0.0,44.42,Average,1,1
21.0,217741.24,Salaried,28,Auto Finance,3262338.79,28,Home Purchase,451429.78,0.7079,0.6509,51.36,Negative,0,1
35.9,99186.71,Salaried,10,Personal Loan,1044713.55,28,Wedding,586627.66,0.869,0.0,82.82,Good,0,1
40.6,60731.27,Salaried,10,Home Finance,1095454.46,231,Vehicle Purchase,1393.27,0.08,0.8001,86.21,Negative,2,1
44.8,81304.62,Salaried,23,Personal Loan,1119906.22,31,Education,348728.98,0.8018,0.0,70.67,Good,2,1
21.0,38610.76,Salaried,45,Home Finance,1520618.81,184,Medical,206564.51,0.6599,0.6715,97.55,Good,1,0
35.4,221222.1,Salaried,39,Auto Finance,3679218.35,29,Other,1049569.81,0.9689,0.7749,81.84,Good,2,1
38.2,88490.48,Salaried,52,Personal Loan,415540.23,19,Other,126312.51,0.3661,0.0,52.39,Good,3,0
37.5,225149.04,Salaried,33,Personal Loan,3273879.07,49,Other,215659.28,0.3766,0.0,84.74,Average,0,0
50.0,45946.74,Salaried,47,Business Loan,731238.61,85,Debt Consolidation,207326.41,0.5633,0.0,7.59,Negative,2,1
40.2,120192.76,Salaried,30,Personal Loan,1424750.1,53,Home Purchase,185416.92,0.3522,0.0,96.02,Average,1,1
35.9,105490.97,Salaried,5,Business Loan,2610459.64,63,Home Purchase,57817.12,0.4385,0.0,95.28,Average,3,1
26.7,88411.15,Salaried,112,Personal Loan,380692.39,13,Medical,110264.89,0.4352,0.0,78.91,Good,0,0
54.6,236448.69,Salaried,54,Personal Loan,1539263.06,59,Vehicle Purchase,220620.73,0.1881,0.0,7.84,Average,1,1
35.1,174554.91,Self-Employed,108,Home Finance,4787430.43,140,Education,1014005.45,0.68,0.7643,57.77,Good,1,1
29.3,79508.29,Salaried,5,Personal Loan,340976.7,31,Vehicle Purchase,12652.58,0.1516,0.0,61.25,Good,2,0
30.4,125856.75,Salaried,48,Auto Finance,1240009.55,30,Home Purchase,463869.83,0.6356,0.826,0.71,Average,3,1
39.7,219129.44,Self-Employed,64,Personal Loan,2154183.11,20,Medical,219187.36,0.5749,0.0,80.05,Average,0,0
34.8,60360.99,Self-Employed,65,Personal Loan,846075.47,23,Debt Consolidation,137661.49,0.7995,0.0,98.06,Good,4,0
46.4,84081.67,Salaried,44,Personal Loan,615189.99,28,Medical,175896.97,0.4356,0.0,73.56,Good,1,0
21.0,81742.31,Salaried,23,Personal Loan,326186.25,41,Other,197974.39,0.2992,0.0,23.95,Negative,2,1
32.8,143834.7,Self-Employed,17,Personal Loan,1737000.56,59,Business Expansion,57871.98,0.2382,0.0,32.62,Good,0,0
27.2,191645.3,Salaried,82,Home Finance,5016008.96,235,Medical,154196.14,0.1784,0.7016,69.92,Good,3,0
57.6,95665.15,Salaried,38,Personal Loan,916176.05,17,Medical,356046.04,0.8735,0.0,27.15,Good,2,1
55.2,65235.66,Self-Employed,34,Auto Finance,1167798.2,38,Business Expansion,340137.66,0.9056,0.8328,86.72,Good,4,1
52.1,81273.26,Self-Employed,68,Personal Loan,509379.62,51,Other,25418.07,0.149,0.0,98.32,Good,1,0
32.3,92472.72,Salaried,44,Business Loan,2714597.1,33,Business Expansion,138029.44,1.014,0.0,38.47,Good,2,1
64.7,51282.78,Self-Employed,17,Personal Loan,721631.3,28,Home Purchase,99299.75,0.6639,0.0,40.56,Good,0,0
47.1,52077.63,Salaried,108,Personal Loan,625185.72,55,Wedding,237274.22,0.598,0.0,78.83,Good,1,0
48.5,49543.09,Self-Employed,63,Personal Loan,182034.79,44,Home Purchase,90455.9,0.2357,0.0,83.17,Good,2,0
53.2,79225.32,Salaried,80,Home Finance,2519680.19,125,Education,59867.68,0.3174,0.8125,86.23,Average,2,0
34.6,110895.42,Self-Employed,43,Auto Finance,1129591.72,83,Education,371034.7,0.4015,0.9305,88.28,Good,2,0
49.5,117238.59,Business,28,Home Finance,4165757.1,262,Debt Consolidation,423480.01,0.4366,0.8151,54.53,Good,3,1
29.6,213456.65,Self-Employed,26,Personal Loan,716903.52,56,Vehicle Purchase,980488.74,0.4428,0.0,32.93,Average,0,0
28.6,202632.69,Self-Employed,110,Personal Loan,1075598.12,47,Medical,108062.1,0.1574,0.0,96.64,Average,2,0
43.5,60533.04,Business,32,Personal Loan,700799.53,30,Vehicle Purchase,59906.97,0.4684,0.0,15.2,Average,1,1
51.6,35380.26,Self-Employed,42,Auto Finance,335959.4,29,Medical,117971.28,0.6053,0.7047,94.43,Average,0,1
21.7,46799.49,Salaried,37,Personal Loan,223270.16,19,Business Expansion,266675.59,0.7259,0.0,68.04,Good,1,0
54.7,243242.06,Business,33,Personal Loan,3432349.77,58,Debt Consolidation,639176.42,0.4623,0.0,4.78,Average,2,1
56.2,42815.13,Self-Employed,23,Home Finance,734970.46,148,Other,122010.38,0.3535,0.9185,61.73,Good,3,0
24.7,28168.45,Salaried,60,Personal Loan,340032.97,54,Business Expansion,43715.01,0.3529,0.0,59.04,Good,1,0
21.0,66679.44,Salaried,44,Home Finance,1700616.42,162,Other,302587.61,0.5356,0.7877,57.86,Negative,0,1
41.0,64069.93,Salaried,23,Personal Loan,231172.36,39,Other,368077.36,0.5713,0.0,39.31,Negative,2,1
50.9,33684.8,Salaried,10,Auto Finance,557176.19,39,Business Expansion,162632.23,0.8265,0.9076,7.43,Good,3,1
39.9,93574.43,Salaried,20,Home Finance,2742698.75,169,Education,506745.74,0.6247,0.6784,52.9,Good,1,0
37.0,153696.72,Self-Employed,52,Auto Finance,2496800.47,82,Debt Consolidation,854264.52,0.6613,0.6662,51.04,Good,1,1
53.3,79597.87,Salaried,15,Personal Loan,572242.07,54,Vehicle Purchase,319928.33,0.4681,0.0,97.83,Average,0,0
29.4,62799.44,Salaried,98,Personal Loan,852654.13,48,Other,277758.66,0.6514,0.0,86.74,Average,1,0
32.7,224555.13,Self-Employed,64,Auto Finance,3062517.64,72,Other,1286515.43,0.6668,0.9483,0.25,Average,2,1
62.2,94285.81,Salaried,15,Personal Loan,1044166.54,31,Medical,53687.41,0.4047,0.0,5.12,Negative,1,1
47.8,290252.53,Salaried,25,Home Finance,5288767.88,153,Business Expansion,1582295.94,0.5734,0.7103,29.28,Average,3,1
25.9,25000.0,Business,107,Home Finance,394675.49,185,Debt Consolidation,134944.7,0.5352,0.8932,4.81,Average,1,1
29.6,78076.96,Self-Employed,25,Personal Loan,647989.65,48,Home Purchase,484.06,0.1734,0.0,41.12,Average,4,0
46.9,108017.44,Self-Employed,101,Personal Loan,429394.33,43,Debt Consolidation,33774.52,0.1185,0.0,52.3,Negative,3,0
45.7,131845.62,Salaried,46,Home Finance,2609345.54,217,Business Expansion,521221.94,0.4206,0.6992,85.5,Good,3,0
62.5,422052.28,Salaried,32,Auto Finance,6920580.52,81,Vehicle Purchase,423955.76,0.2861,0.8188,39.32,Average,1,1
34.8,145178.32,Salaried,30,Home Finance,4299982.23,202,Business Expansion,122393.28,0.2169,0.9198,37.68,Average,1,0
24.2,110457.6,Salaried,16,Personal Loan,1253278.28,42,Vehicle Purchase,606270.99,0.7275,0.0,0.86,Negative,1,1
38.1,25000.0,Salaried,48,Auto Finance,220446.03,52,Medical,123106.61,0.5799,0.7494,4.77,Average,5,1
45.4,103912.73,Salaried,33,Personal Loan,912984.43,32,Wedding,80712.31,0.3393,0.0,46.54,Average,2,0
29.0,53387.52,Self-Employed,38,Personal Loan,708210.57,45,Home Purchase,255517.85,0.6936,0.0,6.61,Negative,0,1
36.5,153968.33,Salaried,25,Personal Loan,1663212.51,48,Debt Consolidation,132971.75,0.297,0.0,69.49,Good,2,0
42.2,47914.49,Self-Employed,42,Personal Loan,670608.73,29,Medical,168437.0,0.7756,0.0,97.04,Negative,1,1
23.9,95353.66,Salaried,37,Auto Finance,882302.18,58,Business Expansion,237177.3,0.3668,0.7925,70.01,Average,2,0
52.7,113702.38,Business,67,Home Finance,2321096.91,208,Home Purchase,574194.3,0.519,0.7952,55.13,Good,4,0
35.7,53812.75,Self-Employed,47,Personal Loan,492406.34,12,Business Expansion,82345.36,0.89,0.0,47.68,Average,2,1
41.9,221028.9,Salaried,5,Auto Finance,2180604.11,72,Wedding,751904.48,0.4205,0.917,90.13,Good,1,0
37.5,35110.7,Salaried,35,Personal Loan,353383.59,43,Debt Consolidation,71521.97,0.4038,0.0,41.18,Good,1,0
50.7,47952.33,Self-Employed,65,Business Loan,490751.33,71,Home Purchase,206023.25,0.5022,0.0,62.68,Average,3,0
38.3,119812.25,Self-Employed,18,Business Loan,1407551.26,76,Vehicle Purchase,290071.57,0.3563,0.0,78.35,Good,1,0
32.3,30252.55,Salaried,39,Personal Loan,125368.22,23,Home Purchase,146202.21,0.5829,0.0,99.16,Average,0,0
25.9,124366.29,Salaried,44,Auto Finance,2202231.05,51,Medical,190061.9,0.4746,0.8462,55.02,Good,2,0
68.6,185558.84,Salaried,13,Personal Loan,1329484.78,14,Education,779333.15,0.8618,0.0,84.27,Good,0,1
31.5,44277.35,Salaried,33,Personal Loan,473730.47,48,Debt Consolidation,91897.04,0.3959,0.0,12.6,Negative,1,1
56.9,91070.09,Salaried,18,Personal Loan,455749.73,33,Home Purchase,14660.97,0.1651,0.0,96.62,Average,3,1
29.1,179996.66,Salaried,27,Personal Loan,2381877.23,32,Wedding,700678.47,0.7379,0.0,35.26,Average,4,1
45.6,118453.36,Salaried,55,Personal Loan,547050.62,33,Education,670662.87,0.6118,0.0,30.29,Average,2,1
40.7,201405.75,Self-Employed,48,Personal Loan,1579746.88,43,Education,39858.58,0.1989,0.0,68.55,Good,4,0
53.7,46508.84,Salaried,36,Auto Finance,632515.5,75,Vehicle Purchase,21540.25,0.2199,0.6548,81.1,Good,4,0
53.6,116865.6,Self-Employed,48,Personal Loan,1088435.74,28,Other,553288.83,0.7272,0.0,55.73,Good,0,1
52.0,51908.96,Salaried,33,Auto Finance,770377.26,69,Wedding,183815.93,0.5102,0.7583,55.52,Average,1,0
44.2,58072.16,Salaried,36,Auto Finance,600734.44,39,Home Purchase,197269.06,0.5483,0.748,47.34,Good,3,0
54.6,45860.73,Salaried,57,Personal Loan,309581.65,21,Education,225497.52,0.7312,0.0,14.36,Average,2,1
34.6,54106.18,Business,138,Auto Finance,671796.04,40,Education,86904.72,0.4443,0.9004,15.51,Negative,3,1
41.0,140121.99,Salaried,41,Personal Loan,804992.56,16,Vehicle Purchase,153529.1,0.4504,0.0,48.69,Good,2,0
36.6,40974.94,Self-Employed,52,Auto Finance,557027.06,37,Home Purchase,51182.56,0.4715,0.6905,36.1,Average,1,0
46.9,302229.57,Business,38,Business Loan,7115524.63,38,Debt Consolidation,1000682.82,0.8955,0.0,11.27,Good,0,1
55.4,56875.36,Salaried,65,Auto Finance,528633.4,27,Wedding,121068.36,0.5216,0.77,15.06,Average,0,1
43.2,112259.79,Salaried,18,Personal Loan,470253.66,44,Business Expansion,585226.89,0.5296,0.0,90.88,Good,1,0
34.1,77876.88,Salaried,67,Personal Loan,364555.77,45,Education,253921.26,0.3757,0.0,8.09,Negative,2,1
42.2,163100.51,Salaried,26,Personal Loan,1925813.56,59,Medical,942044.75,0.6814,0.0,94.47,Good,0,0
34.0,145403.92,Salaried,19,Personal Loan,841179.78,30,Vehicle Purchase,73844.75,0.2352,0.0,76.38,Good,1,0
62.4,72166.74,Salaried,41,Auto Finance,619040.77,34,Wedding,171973.58,0.4509,0.8402,34.19,Good,1,0
32.8,65689.78,Salaried,53,Personal Loan,572292.09,39,Debt Consolidation,19725.61,0.2484,0.0,52.23,Good,0,0
35.9,84379.65,Self-Employed,63,Personal Loan,913818.63,33,Education,306175.55,0.6306,0.0,27.53,Average,0,1
35.0,67669.84,Salaried,25,Auto Finance,730849.05,79,Vehicle Purchase,62129.35,0.2132,0.8217,10.45,Average,1,1
38.7,124557.98,Self-Employed,21,Personal Loan,1258781.77,13,Medical,718310.0,1.258,0.0,80.87,Negative,2,1
35.0,105427.11,Salaried,24,Personal Loan,1316376.24,50,Home Purchase,377550.65,0.5482,0.0,54.45,Good,2,0
49.8,139408.13,Self-Employed,50,Business Loan,2820809.89,105,Debt Consolidation,145704.05,0.2798,0.0,42.19,Good,1,0
58.1,81371.23,Business,60,Personal Loan,601226.38,38,Other,342370.12,0.5451,0.0,40.46,Negative,3,1
39.9,174518.21,Self-Employed,36,Personal Loan,1083391.12,47,Debt Consolidation,985752.17,0.6028,0.0,50.42,Negative,0,1
48.5,85352.16,Salaried,31,Auto Finance,1108506.48,63,Other,461845.77,0.6571,0.6876,97.92,Good,0,0
28.2,299284.52,Self-Employed,80,Personal Loan,3468353.28,22,Medical,560956.95,0.683,0.0,27.19,Good,1,1
25.1,35986.16,Salaried,58,Auto Finance,395578.62,53,Wedding,61232.86,0.3492,0.7152,87.74,Good,2,0
27.2,147134.92,Business,11,Home Finance,3409567.81,226,Debt Consolidation,337924.51,0.2939,0.9351,14.91,Negative,4,1
59.4,112138.76,Self-Employed,72,Personal Loan,1651773.79,26,Business Expansion,462913.42,0.9105,0.0,91.96,Good,1,1
36.2,57603.76,Salaried,31,Auto Finance,786985.6,44,Other,313291.68,0.7637,0.7779,85.82,Good,3,1
50.5,127470.27,Self-Employed,44,Personal Loan,524393.25,12,Debt Consolidation,168608.35,0.453,0.0,4.64,Negative,1,1
33.7,52041.25,Self-Employed,33,Personal Loan,399768.72,34,Education,159418.25,0.4812,0.0,34.54,Average,1,0
46.3,86001.36,Salaried,34,Personal Loan,401191.1,48,Vehicle Purchase,493126.04,0.575,0.0,28.01,Good,0,1
31.2,112237.11,Salaried,98,Home Finance,2768089.02,212,Education,461207.41,0.4588,0.7341,39.74,Average,0,1
21.0,121004.09,Salaried,35,Home Finance,3947464.97,124,Medical,504673.84,0.6106,0.9289,49.86,Average,1,1
26.2,163217.62,Salaried,46,Home Finance,2596761.2,131,Debt Consolidation,799713.98,0.5298,0.7954,53.39,Good,2,1
30.3,28650.68,Business,39,Personal Loan,402874.43,35,Education,39017.56,0.5152,0.0,41.51,Average,2,0
49.5,144566.6,Self-Employed,25,Personal Loan,2167126.54,50,Medical,166486.08,0.3958,0.0,58.72,Good,0,0
41.0,119233.91,Salaried,41,Personal Loan,1550885.3,14,Debt Consolidation,219692.77,1.0826,0.0,85.02,Average,4,0
27.2,132790.9,Self-Employed,44,Home Finance,3963963.32,284,Medical,166754.84,0.2098,0.9344,18.65,Negative,2,1
46.5,70377.45,Salaried,41,Personal Loan,468367.86,43,Home Purchase,235732.6,0.4339,0.0,40.4,Negative,5,1
33.4,103342.68,Salaried,15,Auto Finance,1730829.15,66,Wedding,519298.25,0.6725,0.7651,70.97,Average,5,0
33.3,90299.77,Self-Employed,36,Personal Loan,560420.63,28,Medical,433868.36,0.622,0.0,94.85,Good,1,1
52.6,158979.87,Salaried,24,Personal Loan,793183.83,55,Business Expansion,125671.17,0.1566,0.0,65.47,Good,2,0
24.2,44464.76,Self-Employed,162,Personal Loan,450462.87,44,Education,225506.5,0.6529,0.0,21.18,Average,4,1
62.6,132294.59,Salaried,16,Personal Loan,1915683.53,26,Vehicle Purchase,305304.19,0.7493,0.0,58.67,Good,1,1
57.1,63999.76,Salaried,18,Home Finance,1129953.45,268,Vehicle Purchase,139865.41,0.248,0.9186,50.34,Negative,1,1
21.0,126359.33,Self-Employed,17,Auto Finance,1918137.92,45,Business Expansion,155401.59,0.4398,0.8434,96.03,Average,3,0
25.5,98482.5,Self-Employed,20,Home Finance,3730285.53,232,Wedding,506747.61,0.5921,0.7885,22.05,Average,1,1
37.5,77812.29,Salaried,5,Personal Loan,861497.76,27,Home Purchase,29716.95,0.4419,0.0,60.43,Good,2,0
33.0,215290.34,Business,81,Auto Finance,3895777.94,30,Debt Consolidation,218907.0,0.6879,0.751,15.03,Negative,0,1
37.6,109735.62,Salaried,56,Business Loan,2816315.73,105,Medical,464490.96,0.5972,0.0,40.78,Average,1,0
43.0,33254.26,Salaried,43,Personal Loan,276211.88,21,Education,28243.42,0.4663,0.0,10.64,Negative,2,1
21.9,247754.85,Salaried,35,Personal Loan,1738553.89,45,Medical,698191.02,0.3908,0.0,24.74,Negative,0,1
29.8,171135.4,Salaried,30,Personal Loan,760744.25,44,Business Expansion,466357.74,0.3281,0.0,58.27,Good,1,0
52.3,78800.94,Salaried,97,Business Loan,973203.85,91,Home Purchase,342088.22,0.4975,0.0,0.25,Negative,1,1
44.5,45257.42,Salaried,75,Home Finance,1524790.49,158,Wedding,112287.86,0.42,0.7794,16.31,Negative,4,1
46.9,71418.88,Self-Employed,37,Personal Loan,690604.86,21,Other,138982.01,0.6226,0.0,4.9,Negative,3,1
43.9,107226.91,Salaried,11,Personal Loan,1380305.51,35,Business Expansion,579441.37,0.8181,0.0,18.35,Average,0,1
45.0,127339.84,Salaried,14,Personal Loan,1448159.4,37,Business Expansion,607693.82,0.705,0.0,63.5,Good,1,1
33.4,56350.54,Business,47,Auto Finance,561602.55,61,Vehicle Purchase,187159.49,0.4402,0.9288,30.43,Average,5,1
21.0,87174.66,Self-Employed,51,Auto Finance,1078644.69,52,Debt Consolidation,494234.11,0.7104,0.9402,89.93,Average,1,1
28.6,29936.72,Salaried,24,Auto Finance,335882.1,56,Wedding,74940.25,0.409,0.9067,98.87,Negative,6,1
42.4,67231.63,Salaried,36,Auto Finance,1254263.65,55,Medical,258161.89,0.6592,0.7098,46.01,Average,2,0
37.2,127901.59,Self-Employed,20,Personal Loan,1089888.13,17,Education,343392.83,0.725,0.0,50.03,Negative,1,1
32.5,60433.96,Salaried,46,Auto Finance,1018327.35,64,Medical,19524.68,0.2902,0.92,43.68,Average,5,1
34.4,225957.91,Salaried,27,Personal Loan,3055636.24,56,Medical,914234.77,0.5787,0.0,32.59,Average,3,1
21.7,125735.98,Salaried,37,Personal Loan,628698.64,17,Wedding,272947.52,0.475,0.0,25.97,Negative,3,1
33.9,46876.12,Salaried,18,Personal Loan,386629.43,26,Medical,63091.0,0.4294,0.0,43.52,Negative,5,0
43.0,193306.6,Self-Employed,29,Personal Loan,584505.64,27,Business Expansion,885509.31,0.4937,0.0,42.82,Negative,1,0
31.0,155898.24,Salaried,26,Personal Loan,2182615.81,26,Wedding,744033.15,0.9362,0.0,20.01,Negative,2,1
41.8,193758.56,Salaried,12,Personal Loan,790608.41,34,Home Purchase,648404.78,0.3989,0.0,32.53,Average,2,1
21.0,138314.2,Salaried,34,Personal Loan,616871.99,54,Medical,768821.5,0.5458,0.0,78.2,Good,0,0
37.3,151826.04,Self-Employed,3,Personal Loan,948200.41,49,Home Purchase,5458.31,0.1305,0.0,84.74,Negative,2,1
26.0,49489.15,Salaried,54,Home Finance,1263914.93,192,Home Purchase,106647.23,0.3126,0.7893,87.32,Good,2,0
36.8,56264.07,Self-Employed,65,Auto Finance,699066.49,47,Debt Consolidation,289811.05,0.6936,0.9321,28.86,Average,0,1
44.1,129313.82,Business,54,Auto Finance,1196405.71,78,Medical,314214.8,0.3211,0.661,81.4,Good,0,0
35.5,98125.35,Self-Employed,58,Personal Loan,1392799.97,48,Education,382959.19,0.6209,0.0,39.9,Average,2,1
21.0,62226.2,Self-Employed,78,Auto Finance,654621.47,80,Debt Consolidation,231484.17,0.4415,0.8487,48.08,Average,2,0
46.9,127653.4,Self-Employed,17,Auto Finance,1776809.68,36,Business Expansion,683891.76,0.8331,0.8283,43.56,Average,0,1
49.5,362637.72,Self-Employed,72,Personal Loan,3863161.75,36,Education,821872.89,0.4848,0.0,28.13,Average,1,0
31.0,101645.68,Salaried,50,Auto Finance,1638553.37,29,Medical,316794.77,0.8156,0.7447,71.69,Good,0,1
46.0,89944.74,Self-Employed,46,Home Finance,2053093.78,131,Education,466783.75,0.6067,0.7979,49.69,Average,0,0
51.4,153507.17,Salaried,24,Personal Loan,1201745.72,29,Debt Consolidation,340079.41,0.4546,0.0,50.46,Good,0,0
40.3,43939.71,Salaried,63,Personal Loan,462834.71,59,Other,79496.11,0.3293,0.0,39.23,Average,2,1
30.3,145766.24,Self-Employed,7,Home Finance,4823388.01,128,Business Expansion,394960.11,0.4843,0.7264,90.83,Good,4,0
30.7,175020.53,Salaried,60,Personal Loan,1931889.38,47,Business Expansion,313241.25,0.384,0.0,70.02,Good,1,0
41.3,148365.42,Self-Employed,46,Business Loan,4403169.94,114,Medical,556502.99,0.5729,0.0,0.48,Average,0,1
53.3,141235.21,Salaried,23,Auto Finance,1502878.87,60,Vehicle Purchase,354416.38,0.3865,0.7479,80.05,Good,1,0
30.6,32700.76,Salaried,58,Personal Loan,466987.53,36,Vehicle Purchase,175652.03,0.8443,0.0,62.1,Good,1,1
42.6,110907.36,Salaried,36,Personal Loan,1594498.07,54,Business Expansion,396467.62,0.5641,0.0,1.59,Negative,3,1
39.1,42467.35,Salaried,45,Personal Loan,439424.32,47,Other,166601.66,0.5471,0.0,81.53,Negative,2,1
28.8,118657.39,Salaried,19,Home Finance,3277876.66,261,Vehicle Purchase,315801.55,0.3276,0.9323,67.61,Good,4,0
25.1,125256.78,Salaried,56,Personal Loan,598075.36,28,Business Expansion,78130.06,0.2225,0.0,95.41,Good,1,0
34.0,132570.31,Salaried,53,Auto Finance,1383122.99,44,Home Purchase,103266.29,0.302,0.8028,17.89,Good,1,1
25.7,105807.81,Salaried,38,Personal Loan,447633.67,56,Education,516320.19,0.4822,0.0,94.57,Good,2,0
37.6,265959.5,Self-Employed,147,Home Finance,9248725.06,251,Wedding,1167493.45,0.5044,0.6612,55.93,Good,3,0
25.9,161177.96,Self-Employed,45,Home Finance,3028413.34,211,Business Expansion,124563.65,0.1535,0.7794,41.33,Negative,3,0
44.3,182940.01,Business,49,Personal Loan,934155.09,36,Medical,960240.43,0.5793,0.0,59.95,Good,0,1
34.4,54053.67,Business,34,Auto Finance,976645.82,60,Medical,211593.57,0.6273,0.8611,60.17,Good,1,1
38.0,99810.32,Self-Employed,117,Home Finance,2190656.77,299,Medical,582575.11,0.5598,0.8556,60.53,Good,2,0
39.1,87617.61,Salaried,56,Auto Finance,1622349.53,38,Education,408184.78,0.8755,0.7227,73.68,Negative,2,1
47.1,58859.01,Salaried,37,Home Finance,1355998.34,222,Wedding,161120.08,0.3319,0.9275,50.53,Average,1,0
42.7,44114.11,Self-Employed,82,Personal Loan,433542.07,15,Home Purchase,113814.63,0.8702,0.0,45.08,Average,2,1
46.3,50399.94,Salaried,42,Personal Loan,584728.91,17,Education,44330.91,0.7558,0.0,84.36,Good,0,0
53.9,142433.04,Salaried,75,Auto Finance,1356124.12,61,Medical,752253.53,0.5962,0.7599,38.24,Average,2,0
21.0,61754.08,Salaried,21,Auto Finance,1221897.12,79,Business Expansion,336459.0,0.7045,0.7933,97.68,Good,0,0
46.7,132727.71,Salaried,56,Personal Loan,1434381.41,54,Education,147301.85,0.2926,0.0,41.81,Negative,2,1
35.7,159027.68,Business,17,Auto Finance,2663615.99,65,Other,932392.12,0.7463,0.7464,94.51,Good,1,1
53.2,66703.92,Salaried,83,Auto Finance,1118239.14,46,Vehicle Purchase,97766.9,0.4866,0.6845,12.1,Negative,2,1
38.8,88631.34,Salaried,42,Auto Finance,1087952.66,39,Business Expansion,443477.97,0.7317,0.8207,19.61,Negative,1,1
31.6,114337.8,Self-Employed,19,Home Finance,4148982.35,211,Education,280195.16,0.3762,0.8993,37.49,Average,1,1
